oatk-nextdenovo,Anthoceros agrestis,30,./Anthoceros_agrestis/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Anthoceros agrestis,20,./Anthoceros_agrestis/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Arabidopsis thaliana,30,./Arabidopsis_thaliana/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Arabidopsis thaliana,20,./Arabidopsis_thaliana/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Canavalia ensiformis,30,./na.png
oatk-nextdenovo,Canavalia ensiformis,20,./na.png
oatk-nextdenovo,Cinchona pubescens,30,./Cinchona_pubescens/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Cinchona pubescens,20,./Cinchona_pubescens/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Codonopsis lanceolata,30,./Codonopsis_lanceolata/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Codonopsis lanceolata,20,./na.png
oatk-nextdenovo,Cucumis sativus var hardwickii,30,./Cucumis_sativus_var_hardwickii/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Cucumis sativus var hardwickii,20,./Cucumis_sativus_var_hardwickii/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Dunaliella tertiolecta,30,./na.png
oatk-nextdenovo,Dunaliella tertiolecta,20,./na.png
oatk-nextdenovo,Eucalyptus pauciflora,30,./Eucalyptus_pauciflora/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Eucalyptus pauciflora,20,./Eucalyptus_pauciflora/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Euonymus alatus,30,./Euonymus_alatus/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
